	Green	Pink	Brown	S1	S2
denovo12430	0	0	0	1	0
denovo12431	7	0	0	0	0
denovo12438	0	0	1	0	0
denovo12439	0	1	0	0	0
denovo23065	0	0	1	0	0
denovo23064	0	0	1	0	0
denovo23067	2	3	1	0	0
denovo23066	0	2	0	0	0
denovo23061	0	0	1	0	0
denovo23060	0	0	1	0	0
denovo23063	0	1	0	0	0
denovo23062	0	1	0	0	0
denovo13329	0	0	0	1	0
denovo23069	1	0	0	0	0
denovo23068	0	13	4	0	0
denovo13328	0	0	0	1	0
denovo24594	0	1	0	0	0
denovo24595	1	0	0	0	0
denovo24596	0	0	0	1	0
denovo24597	1	0	0	0	0
denovo24590	0	2	2	0	0
denovo24591	0	1	0	0	0
denovo21519	1	0	0	0	0
denovo21518	0	0	0	1	0
denovo21517	0	0	0	1	0
denovo21516	0	1	0	0	0
denovo21515	10	0	0	0	0
denovo21514	1	0	0	0	0
denovo21513	0	0	1	0	0
denovo21512	1	0	0	0	0
denovo21511	0	1	0	0	0
denovo21510	0	0	1	0	0
denovo1651	0	1	0	0	0
denovo1650	0	1	1	0	0
denovo1653	3	0	0	0	0
denovo1652	0	0	0	1	0
denovo1655	0	1	1	0	0
denovo1654	0	2	0	0	0
denovo1657	0	0	0	2	0
denovo1656	1	0	0	0	0
denovo1659	0	0	1	0	0
denovo1658	2	0	0	0	0
denovo13323	0	0	1	0	0
denovo13322	0	2	0	5	1
denovo1389	0	0	1	0	0
denovo1388	1	0	0	0	0
denovo1383	0	1	0	0	0
denovo1382	0	1	1	2	1
denovo1381	0	1	0	0	0
denovo1380	0	0	1	0	0
denovo1387	0	0	1	0	0
denovo1386	0	2	0	0	0
denovo1385	0	0	0	1	0
denovo1384	0	0	1	0	0
denovo11932	0	0	0	1	0
denovo11933	0	0	6	1	1
denovo11930	2	0	0	0	0
denovo11931	0	1	0	0	0
denovo11936	1	0	0	0	0
denovo11937	0	3	1	14	21
denovo16843	0	0	1	0	0
denovo16842	0	0	0	1	0
denovo16841	0	1	0	0	0
denovo16840	0	0	0	0	1
denovo16847	0	0	0	1	0
denovo16846	0	1	0	1	0
denovo16845	0	0	0	1	0
denovo16844	0	0	1	0	0
denovo16849	0	1	0	0	0
denovo16848	0	1	0	0	0
denovo14993	1	0	0	0	0
denovo14992	0	0	0	0	1
denovo14991	0	0	2	0	0
denovo14990	0	0	1	0	0
denovo14997	0	0	0	0	1
denovo14996	1	0	0	0	0
denovo14995	0	0	1	0	0
denovo14994	1	0	0	0	0
denovo14999	1	0	0	0	0
denovo14998	0	0	0	0	1
denovo11316	0	0	0	0	1
denovo11317	1	0	0	0	0
denovo11314	0	5	7	3	4
denovo11315	0	0	0	0	1
denovo11312	0	0	1	0	0
denovo11313	1	0	0	0	0
denovo11310	0	0	0	1	0
denovo11311	0	0	0	1	0
denovo11318	1	0	0	0	0
denovo11319	0	0	0	1	0
denovo24048	0	0	1	0	0
denovo24049	0	1	3	4	0
denovo24046	0	1	0	0	0
denovo24047	0	1	0	0	0
denovo24044	0	0	0	1	0
denovo24045	0	0	0	1	0
denovo24042	0	1	0	0	0
denovo24043	0	1	0	0	0
denovo24040	0	0	0	0	1
denovo24041	0	0	0	0	1
denovo20745	0	0	0	0	1
denovo20744	0	0	1	0	0
denovo20747	0	0	1	0	0
denovo20746	0	0	1	0	0
denovo20741	0	0	0	1	0
denovo20740	1	0	0	0	0
denovo20743	0	0	1	0	0
denovo20742	1	1	0	0	0
denovo20749	0	0	0	0	1
denovo20748	0	0	0	1	0
denovo21382	0	0	1	0	0
denovo9239	0	0	0	0	1
denovo9238	0	0	0	1	0
denovo21383	1	0	0	0	0
denovo9233	0	1	4	0	0
denovo9232	0	0	0	1	0
denovo9231	0	0	0	1	0
denovo9230	0	0	0	1	0
denovo9237	0	0	0	0	1
denovo21380	0	0	0	1	0
denovo9235	0	0	0	1	0
denovo9234	0	0	0	0	1
denovo21381	0	0	1	0	0
denovo21386	1	0	0	0	0
denovo21387	0	0	0	0	1
denovo21384	1	0	0	0	0
denovo21385	0	0	0	1	0
denovo21120	0	1	0	0	0
denovo11864	2	1	1	0	0
denovo11865	0	0	0	2	0
denovo11866	1	0	0	0	0
denovo11867	1	0	0	0	0
denovo11860	0	1	1	2	0
denovo11861	0	0	1	0	0
denovo11862	0	0	0	1	0
denovo11863	0	0	0	1	0
denovo11868	1	4	1	0	1
denovo11869	2	0	0	0	0
denovo15349	0	0	0	0	1
denovo15348	1	0	0	0	0
denovo23805	0	1	0	0	0
denovo23804	0	0	1	0	0
denovo23803	0	0	1	0	0
denovo23802	0	1	0	0	0
denovo10199	0	0	0	1	0
denovo10198	1	0	0	0	0
denovo15341	0	0	0	1	0
denovo15340	0	0	0	1	0
denovo15343	0	0	0	0	1
denovo15342	0	0	0	1	0
denovo15345	0	0	0	1	0
denovo15344	0	1	0	0	0
denovo15347	0	0	1	4	5
denovo15346	0	0	1	0	0
denovo1200	0	0	1	0	0
denovo1201	0	0	1	0	0
denovo16319	0	0	1	0	0
denovo6998	0	0	0	0	1
denovo16317	0	1	0	0	0
denovo16316	0	0	0	0	1
denovo16315	0	1	0	0	0
denovo16314	0	2	0	0	1
denovo16313	1	0	0	0	0
denovo6992	0	0	0	1	0
denovo6991	0	0	0	1	0
denovo6990	0	0	0	1	0
denovo4148	0	0	1	1	0
denovo4149	1	0	0	0	0
denovo4146	0	0	0	1	0
denovo4147	0	0	0	1	0
denovo4144	1	0	0	0	0
denovo4145	0	1	0	0	0
denovo4142	0	0	0	1	0
denovo4143	1	0	0	0	0
denovo4140	0	0	0	1	0
denovo4141	0	0	2	0	0
denovo10739	0	0	0	2	0
denovo10738	0	0	0	0	1
denovo10733	2	0	0	0	0
denovo10732	0	0	0	1	0
denovo10731	0	0	0	1	0
denovo10730	0	0	0	1	0
denovo10737	0	0	0	0	1
denovo10736	1	0	0	0	0
denovo10735	0	0	0	1	0
denovo10734	1	0	0	0	0
denovo18508	0	1	0	0	0
denovo18509	0	0	1	0	0
denovo18500	0	0	0	1	0
denovo18501	1	0	0	0	0
denovo18502	0	0	0	1	0
denovo18503	0	0	1	0	0
denovo18504	0	1	0	0	0
denovo18505	0	0	0	0	1
denovo18506	0	1	0	0	0
denovo18507	0	0	1	0	0
denovo14438	1	0	0	0	0
denovo14439	0	1	0	0	0
denovo13428	0	1	0	0	0
denovo13429	0	0	0	1	0
denovo14430	0	1	0	0	0
denovo13427	0	1	0	0	0
denovo14432	7	36	24	80	18
denovo14433	0	1	0	0	0
denovo13422	0	0	0	1	0
denovo13423	0	2	0	0	0
denovo13420	0	0	1	0	0
denovo13421	0	0	1	1	0
denovo12779	0	1	0	0	0
denovo12778	0	0	1	0	0
denovo12775	1	0	0	0	0
denovo12774	0	0	1	0	0
denovo12777	0	0	0	1	0
denovo12776	0	0	0	2	3
denovo12771	0	0	0	1	0
denovo12770	0	1	0	0	0
denovo12773	2	0	0	0	0
denovo12772	0	1	0	0	0
denovo14113	0	0	0	1	0
denovo22079	0	0	0	0	1
denovo22078	0	0	0	1	0
denovo22075	0	0	1	0	0
denovo22074	1	0	0	0	0
denovo22077	2	10	7	1	0
denovo22076	0	1	0	0	0
denovo22071	1	0	0	0	0
denovo22070	0	0	1	0	0
denovo22073	0	0	0	0	1
denovo22072	0	0	0	1	0
denovo13062	0	0	1	0	0
denovo13063	1	0	0	0	0
denovo14112	0	0	0	0	1
denovo17859	1	0	0	0	0
denovo17858	1	0	0	0	0
denovo17853	0	0	0	1	0
denovo17852	1	0	0	0	0
denovo17851	0	0	1	0	0
denovo17850	1	0	0	0	0
denovo17857	0	0	0	1	0
denovo17856	0	1	0	0	0
denovo17855	0	0	0	1	0
denovo17854	1	0	0	0	0
denovo16108	0	0	0	1	0
denovo16109	0	1	0	0	0
denovo16106	0	1	0	0	0
denovo16107	1	0	0	0	0
denovo16104	0	1	0	0	0
denovo16105	0	1	0	0	0
denovo16102	1	0	0	0	0
denovo16103	0	2	0	0	0
denovo16100	0	0	0	1	0
denovo16101	0	0	0	1	0
denovo4979	0	0	0	1	0
denovo4978	0	0	2	0	0
denovo4977	0	0	1	0	0
denovo4976	0	0	0	1	0
denovo4975	0	0	1	1	0
denovo4974	0	0	1	0	0
denovo4973	0	0	0	0	2
denovo4972	1	0	0	0	0
denovo4971	1	0	0	0	0
denovo4970	0	0	1	0	0
denovo8623	0	1	0	0	0
denovo8622	0	0	4	0	0
denovo8621	0	0	0	1	0
denovo8620	1	0	0	0	0
denovo11459	0	0	0	1	0
denovo11458	4	0	0	0	0
denovo8625	0	1	0	0	0
denovo8624	1	0	0	0	0
denovo11455	0	0	0	1	0
denovo11454	0	0	0	2	0
denovo11457	0	0	0	1	0
denovo11456	2	0	0	0	0
denovo11451	1	0	0	0	0
denovo11450	0	1	0	0	0
denovo11453	0	0	0	1	0
denovo11452	4	4	8	0	1
denovo2481	0	0	0	1	0
denovo2480	0	2	0	1	0
denovo2483	2	0	0	0	0
denovo2482	1	0	0	0	0
denovo2485	0	0	1	0	0
denovo2484	1	0	0	0	0
denovo2487	0	1	0	0	0
denovo2486	1	1	0	0	0
denovo2489	0	0	1	0	0
denovo2488	0	0	0	1	0
denovo21992	1	0	0	0	0
denovo25092	1	0	0	0	0
denovo25093	0	0	0	0	1
denovo5598	0	0	1	0	0
denovo5599	0	0	0	0	1
denovo25096	0	0	0	1	0
denovo25097	1	0	0	0	0
denovo25094	1	0	0	0	0
denovo16441	1	0	0	0	0
denovo5592	0	1	0	0	0
denovo5593	1	0	0	0	0
denovo5590	0	0	1	0	0
denovo5591	0	0	1	0	0
denovo5596	0	0	0	0	2
denovo5597	1	0	0	0	0
denovo5594	0	0	1	0	0
denovo5595	0	1	2	1	0
denovo3288	1	0	0	0	0
denovo3289	0	0	0	0	2
denovo3284	0	1	0	0	0
denovo3285	0	0	0	1	0
denovo3286	1	0	0	0	0
denovo3287	0	0	1	0	0
denovo3280	0	1	0	0	0
denovo3281	0	0	0	1	0
denovo3282	0	0	1	0	0
denovo3283	1	0	0	0	0
denovo25544	1	0	0	0	0
denovo25545	0	1	0	0	0
denovo25546	0	0	3	0	0
denovo25547	0	0	0	1	0
denovo5628	0	0	1	0	0
denovo5629	0	0	1	0	0
denovo25542	0	1	0	0	0
denovo25543	1	0	0	0	0
denovo5624	0	1	0	0	0
denovo5625	0	0	0	1	0
denovo5626	0	0	2	1	0
denovo5627	0	0	1	0	0
denovo5620	0	1	0	0	1
denovo5621	1	0	0	0	0
denovo5622	0	0	1	0	0
denovo5623	0	1	0	0	0
denovo3756	0	0	0	1	0
denovo3757	0	1	1	0	0
denovo3754	1	0	0	0	0
denovo3755	0	0	0	1	0
denovo3752	0	1	0	3	0
denovo3753	0	0	0	0	1
denovo3750	1	0	0	0	0
denovo3751	0	2	0	0	0
denovo3758	0	0	1	0	0
denovo3759	5	0	0	0	0
denovo26019	0	0	0	1	0
denovo26018	1	0	0	0	0
denovo26013	1	0	0	0	0
denovo26012	0	0	1	0	0
denovo26011	0	0	0	1	0
denovo26010	0	0	0	0	2
denovo26017	1	0	0	0	0
denovo26016	0	0	0	1	0
denovo26015	1	0	0	0	0
denovo26014	0	1	0	0	0
denovo16098	0	0	1	0	0
denovo10740	0	0	1	0	0
denovo16099	0	1	0	0	0
denovo10741	0	0	1	0	0
denovo19903	0	0	0	1	0
denovo19902	0	1	2	3	0
denovo19901	0	3	12	40	34
denovo19900	0	0	0	0	1
denovo19907	1	2	3	0	0
denovo19906	0	0	1	0	0
denovo19905	0	0	0	1	0
denovo19904	0	2	0	0	0
denovo19909	0	0	1	0	0
denovo19908	1	0	0	0	0
denovo756	1	0	0	0	0
denovo757	0	0	0	1	0
denovo754	0	1	0	0	0
denovo755	0	0	0	1	0
denovo752	0	0	0	0	1
denovo753	1	0	0	0	0
denovo750	1	0	0	0	0
denovo751	0	0	0	0	1
denovo758	0	1	0	0	0
denovo759	1	0	0	0	0
denovo15109	0	0	0	0	1
denovo15108	1	0	0	0	0
denovo15107	1	1	3	8	2
denovo15106	0	0	0	0	1
denovo15105	0	0	1	0	0
denovo15104	1	0	0	0	0
denovo15103	0	1	0	0	0
denovo15102	0	1	0	0	0
denovo15101	1	0	0	0	0
denovo15100	0	0	0	1	0
denovo22228	0	0	1	0	0
denovo22229	0	1	0	0	0
denovo22226	0	0	0	1	0
denovo22227	0	1	0	0	0
denovo21896	0	1	0	0	0
denovo21897	0	1	0	0	0
denovo21894	0	0	0	1	0
denovo21895	0	1	0	0	0
denovo21892	0	0	0	1	0
denovo21893	0	2	1	0	0
denovo21890	0	0	0	0	1
denovo21891	0	13	2	0	2
denovo21898	0	1	0	0	0
denovo21899	0	0	1	0	0
denovo19288	0	0	1	0	0
denovo19289	1	0	0	0	0
denovo13628	1	1	0	0	0
denovo13629	0	1	3	5	0
denovo19280	0	0	0	1	0
denovo19281	1	0	0	0	0
denovo19282	0	1	0	0	0
denovo19283	0	0	1	0	0
denovo19284	0	1	0	1	0
denovo19285	0	0	2	0	0
denovo19286	0	1	0	0	0
denovo19287	0	0	1	0	0
denovo12573	0	0	0	1	0
denovo12572	0	0	0	1	0
denovo12571	1	0	0	0	0
denovo12570	0	0	0	0	1
denovo12577	0	1	0	0	0
denovo12576	0	0	0	1	0
denovo12575	1	0	0	0	0
denovo12574	0	0	0	1	0
denovo12579	0	0	1	1	0
denovo12578	0	0	0	1	0
denovo19132	1	0	0	0	0
denovo19133	0	0	0	0	1
denovo19130	1	0	0	0	0
denovo19131	0	1	0	0	0
denovo19136	0	0	0	1	0
denovo19137	0	1	0	0	0
denovo19134	0	0	0	1	0
denovo19135	0	0	1	0	0
denovo19138	1	0	0	0	0
denovo19139	0	0	0	1	0
denovo7892	1	0	0	0	0
denovo13199	0	1	0	0	0
denovo18429	0	1	4	0	0
denovo18428	0	1	0	0	0
denovo18427	0	1	0	1	0
denovo18426	1	0	0	0	0
denovo18425	0	1	0	1	0
denovo18424	0	0	1	1	0
denovo18423	0	0	0	1	0
denovo18422	0	0	0	1	0
denovo18421	2	2	0	0	0
denovo18420	0	0	1	0	0
denovo23634	0	0	1	0	0
denovo3998	0	0	0	1	0
denovo23636	1	0	0	0	0
denovo23637	0	0	1	0	0
denovo23630	0	0	1	0	0
denovo23631	0	0	0	1	0
denovo23632	0	0	0	2	0
denovo3999	1	0	0	0	0
denovo23638	0	0	1	0	0
denovo23639	0	1	1	8	6
denovo24949	0	1	0	0	0
denovo24948	0	1	0	0	0
denovo24947	0	1	0	0	0
denovo24946	0	0	1	0	0
denovo24945	0	1	0	0	0
denovo24944	0	0	1	0	0
denovo24943	1	0	0	0	0
denovo24942	0	0	5	6	14
denovo24941	1	0	0	0	0
denovo24940	1	0	0	0	0
denovo3994	0	1	0	0	0
denovo3995	0	0	0	1	0
denovo15929	0	1	0	0	0
denovo15928	0	1	0	0	0
denovo15921	0	1	0	0	0
denovo15920	0	0	1	0	0
denovo15923	0	0	0	1	0
denovo15922	0	1	0	0	0
denovo15925	1	0	0	0	0
denovo15924	0	1	0	0	0
denovo15927	0	1	0	0	0
denovo15926	1	0	0	0	0
denovo24369	1	0	0	0	0
denovo24368	0	0	0	0	1
denovo7209	0	0	0	1	0
denovo24363	0	0	2	0	0
denovo24362	1	0	0	0	0
denovo24361	0	1	0	0	0
denovo24360	0	0	1	0	0
denovo24367	1	0	0	0	0
denovo24366	0	0	1	0	0
denovo24365	0	0	1	0	0
denovo24364	0	0	1	0	0
denovo21708	0	0	0	1	0
denovo21709	0	0	0	1	0
denovo21706	0	0	0	1	0
denovo21707	0	0	0	0	1
denovo21704	0	0	1	0	0
denovo21705	0	0	0	1	0
denovo21702	0	0	1	0	0
denovo21703	0	0	1	0	0
denovo21700	0	0	1	0	0
denovo21701	0	0	1	0	0
denovo16476	0	0	0	1	0
denovo16477	0	0	0	1	0
denovo16474	1	1	1	0	0
denovo16475	0	0	0	1	0
denovo16472	1	0	0	0	0
denovo16473	0	0	0	1	0
denovo16470	0	2	0	0	0
denovo16471	1	0	0	0	0
denovo16478	0	0	0	0	1
denovo1029	1	0	0	0	0
denovo1158	8	0	1	0	0
denovo8421	0	0	0	0	1
denovo8420	0	0	4	0	0
denovo8423	0	0	1	1	0
denovo8422	0	0	0	1	0
denovo8425	0	0	0	1	0
denovo8424	1	0	0	0	0
denovo8427	0	0	0	1	0
denovo8426	0	0	0	0	2
denovo8429	4	0	0	0	0
denovo8428	3	0	0	0	0
denovo2647	0	0	0	0	1
denovo2646	0	1	4	0	1
denovo2645	0	4	10	1	2
denovo2644	0	1	0	0	0
denovo2643	0	6	0	0	0
denovo2642	0	0	0	1	0
denovo2641	0	1	0	0	0
denovo2640	1	0	0	0	0
denovo2649	1	0	0	0	0
denovo2648	0	0	0	1	0
denovo6737	1	0	0	0	0
denovo6736	0	1	0	0	0
denovo6735	0	1	0	0	0
denovo6734	1	0	0	0	0
denovo6733	0	0	0	1	0
denovo6732	0	0	1	0	0
denovo6731	0	0	0	3	0
denovo6730	0	0	1	0	0
denovo6739	0	1	0	0	0
denovo6738	0	0	1	0	0
denovo11125	0	0	1	0	0
denovo11124	0	1	0	0	0
denovo11127	1	0	0	0	0
denovo11126	0	0	1	0	0
denovo11121	0	0	0	0	1
denovo11120	1	0	0	0	0
denovo11123	1	0	0	0	0
denovo11122	0	0	1	0	0
denovo11129	0	1	0	0	0
denovo11128	0	1	0	0	0
denovo10311	1	0	0	0	0
denovo25708	0	0	0	1	0
denovo25709	0	1	0	0	0
denovo8087	0	0	1	0	0
denovo10310	1	0	0	0	0
denovo25702	2	0	0	0	0
denovo25703	0	0	0	1	0
denovo25700	1	0	0	0	0
denovo25701	0	0	0	1	0
denovo25706	1	0	0	0	0
denovo10313	0	1	0	0	0
denovo25704	0	0	0	1	0
denovo25705	0	0	2	1	0
denovo9964	0	0	0	1	0
denovo9963	1	0	0	0	0
denovo10314	0	1	0	0	0
denovo7897	0	0	0	1	0
denovo9961	0	1	0	0	0
denovo9960	0	0	0	1	0
denovo3514	0	0	0	1	0
denovo3515	0	0	0	1	0
denovo3516	0	0	1	0	0
denovo3517	1	0	0	0	0
denovo3510	0	0	1	0	0
denovo3511	0	1	0	1	1
denovo3512	1	0	0	0	0
denovo3513	0	0	1	0	0
denovo3518	0	0	0	1	0
denovo3519	1	0	0	0	0
denovo7464	0	0	0	1	0
denovo7465	1	2	0	0	0
denovo7466	0	0	1	0	0
denovo7467	0	0	0	1	0
denovo7460	1	0	0	0	0
denovo7461	1	0	0	0	0
denovo7462	1	0	0	0	0
denovo7463	1	0	0	0	0
denovo7468	0	0	1	0	0
denovo7469	1	0	0	0	0
denovo1150	0	1	0	0	0
denovo1151	1	0	0	0	0
denovo21289	0	0	0	1	0
denovo21288	0	2	2	0	0
denovo20256	1	0	0	0	0
denovo21283	0	1	0	0	0
denovo21282	0	0	0	1	0
denovo21281	0	0	0	1	0
denovo21280	0	1	0	0	0
denovo21287	0	1	0	0	0
denovo21286	1	0	0	0	0
denovo21285	0	0	1	0	0
denovo21284	0	2	1	0	0
denovo5918	0	1	0	2	0
denovo5919	0	1	0	0	0
denovo5916	0	0	1	0	0
denovo5917	3	12	1	0	0
denovo5914	0	0	0	3	0
denovo5915	0	0	1	0	0
denovo5912	0	1	0	0	0
denovo5913	0	1	0	0	0
denovo5910	1	0	0	0	0
denovo5911	0	1	0	0	0
denovo23173	0	0	1	0	0
denovo23172	0	0	0	1	0
denovo23171	0	1	0	0	0
denovo23170	1	0	0	0	0
denovo23177	3	0	0	0	0
denovo15	0	0	0	2	0
denovo23176	0	2	0	0	0
denovo1923	2	0	0	0	0
denovo1922	0	0	0	1	0
denovo1921	1	0	0	0	0
denovo1920	1	0	0	0	0
denovo1927	1	0	0	0	0
denovo1926	0	0	1	0	0
denovo1925	1	0	0	0	0
denovo1924	0	0	0	0	1
denovo1929	0	0	0	1	0
denovo1928	0	0	0	1	0
denovo5008	0	0	1	2	1
denovo5009	0	1	0	0	0
denovo17468	0	11	15	7	10
denovo17469	1	0	0	0	0
denovo17466	0	0	0	0	1
denovo17467	0	0	0	1	0
denovo17464	0	0	0	1	0
denovo17465	0	0	0	1	0
denovo17462	0	0	0	1	0
denovo17463	0	0	0	1	0
denovo17460	0	0	2	0	0
denovo17461	0	0	0	1	0
denovo16739	0	0	0	1	0
denovo16738	0	0	0	1	0
denovo16735	1	0	0	0	0
denovo16734	0	0	0	0	1
denovo16737	0	0	2	0	0
denovo16736	0	0	1	0	0
denovo16731	0	1	0	0	0
denovo16730	0	0	1	0	0
denovo16733	0	0	1	0	0
denovo16732	1	0	0	0	0
denovo4838	0	0	1	0	0
denovo4839	6	0	0	0	0
denovo4832	0	0	0	1	0
denovo4833	0	0	0	1	0
denovo4830	0	1	0	0	0
denovo4831	0	0	1	0	0
denovo4836	0	0	2	0	0
denovo4837	0	0	1	0	0
denovo4834	0	0	0	1	0
denovo4835	0	0	0	0	1
denovo824	0	0	0	0	1
denovo825	0	1	0	0	0
denovo826	0	0	2	0	0
denovo827	0	0	0	1	0
denovo820	0	0	0	1	0
denovo821	5	0	0	0	0
denovo822	0	0	1	0	0
denovo823	0	0	1	0	0
denovo11776	0	0	1	0	0
denovo828	0	0	1	0	0
denovo829	0	0	2	0	0
denovo2368	0	2	0	0	0
denovo2369	1	0	0	0	0
denovo2364	0	0	0	0	1
denovo2365	0	0	0	1	0
denovo2366	0	0	1	0	0
denovo2367	1	0	0	0	0
denovo2360	0	1	0	0	0
denovo2361	0	0	0	0	1
denovo2362	0	1	0	0	0
denovo2363	0	1	0	0	0
denovo22604	0	1	1	0	0
denovo22605	0	1	0	0	0
denovo19712	0	0	0	1	0
denovo19713	0	0	0	1	0
denovo19710	0	0	1	0	0
denovo19711	0	0	0	0	1
denovo19716	0	1	0	0	0
denovo19717	1	0	0	0	0
denovo19714	0	1	0	0	0
denovo19715	0	0	0	0	1
denovo19718	1	0	0	0	0
denovo19719	19	0	0	0	0
denovo9954	0	0	0	1	0
denovo18391	0	0	0	0	1
denovo18390	0	0	0	1	0
denovo18393	0	0	1	0	0
denovo18392	0	0	1	0	0
denovo18395	1	3	1	0	0
denovo18394	0	0	0	1	0
denovo18397	0	2	2	0	0
denovo18396	0	0	1	0	0
denovo18399	0	0	0	1	0
denovo18398	0	37	1	0	0
denovo5177	1	0	0	0	0
denovo9950	1	0	0	0	0
denovo10548	1	0	0	0	0
denovo10549	1	0	0	0	0
denovo15718	0	0	0	1	0
denovo15719	0	0	0	1	0
denovo10544	0	0	1	0	0
denovo15717	1	0	0	0	0
denovo15714	0	1	0	0	0
denovo15715	0	0	0	0	1
denovo15712	0	1	0	0	0
denovo15713	0	4	2	0	0
denovo15710	1	0	0	0	0
denovo10543	0	2	1	0	0
denovo13013	0	0	0	0	1
denovo13012	0	0	1	0	0
denovo13011	0	0	0	1	0
denovo13010	0	0	0	1	0
denovo14049	0	0	1	0	0
denovo14048	0	0	1	0	0
denovo13015	0	1	0	0	0
denovo13014	0	1	0	0	0
denovo14045	0	0	0	1	0
denovo14044	0	0	0	1	0
denovo14047	1	0	0	0	0
denovo14046	0	0	1	0	0
denovo14041	0	0	0	0	1
denovo14040	1	0	0	0	0
denovo14043	2	0	0	0	0
denovo14042	0	0	1	0	0
denovo12946	3	0	0	0	0
denovo12947	0	0	0	1	0
denovo12944	0	1	0	0	0
denovo12945	0	0	1	0	0
denovo12942	0	0	0	0	1
denovo12943	0	0	0	1	1
denovo12940	0	0	0	1	0
denovo12941	0	0	1	0	0
denovo12948	0	0	0	0	1
denovo12949	0	1	0	0	0
denovo21913	0	0	1	0	0
denovo21912	1	0	0	0	0
denovo21911	0	1	0	0	0
denovo21910	1	0	0	0	0
denovo21917	0	0	0	1	0
denovo21916	0	0	0	1	0
denovo21915	0	0	14	0	0
denovo21914	0	0	0	0	1
denovo21919	0	1	0	0	0
denovo21918	0	0	0	2	0
denovo6917	0	0	1	0	0
denovo6916	0	0	4	0	0
denovo6915	0	0	1	0	1
denovo6914	0	0	0	1	0
denovo6913	0	0	0	1	0
denovo6912	0	1	0	0	0
denovo6911	0	0	1	0	0
denovo6910	0	0	1	0	0
denovo22758	0	0	0	1	0
denovo22759	0	1	0	0	0
denovo6919	0	1	0	0	0
denovo6918	0	7	15	1	0
denovo10416	0	0	1	0	0
denovo10417	0	0	0	1	0
denovo10414	0	0	1	0	0
denovo10415	0	0	1	0	0
denovo10412	1	0	0	0	0
denovo10413	1	0	0	0	0
denovo12054	0	1	0	0	0
denovo12055	0	1	0	0	0
denovo12056	0	0	0	1	0
denovo12057	0	1	0	0	0
denovo12050	0	0	0	1	0
denovo10410	0	0	0	0	1
denovo12052	0	0	0	1	0
denovo12053	0	1	0	0	0
denovo10411	0	0	1	0	0
denovo12058	0	0	0	0	1
denovo12059	0	0	1	0	0
denovo22722	1	0	0	0	0
denovo17668	4	1	0	0	0
denovo17669	0	0	0	1	0
denovo17664	2	7	0	0	0
denovo17665	0	2	0	1	0
denovo17666	0	0	0	1	0
denovo17667	0	2	0	0	0
denovo17660	0	1	0	0	0
denovo17661	0	0	0	2	0
denovo17662	0	0	0	1	0
denovo17663	0	0	0	1	0
denovo23409	0	0	1	0	0
denovo23408	1	0	0	0	0
denovo23403	0	1	0	0	0
denovo23402	1	0	0	0	0
denovo23401	0	0	0	1	0
denovo23400	0	6	4	7	4
denovo23407	1	0	0	0	0
denovo23406	0	1	0	0	0
denovo23405	0	1	0	0	0
denovo23404	1	0	0	0	0
denovo11626	0	1	1	0	0
denovo11627	0	0	0	1	0
denovo11624	0	0	1	0	0
denovo11625	1	0	0	0	0
denovo11622	0	1	0	0	0
denovo11623	1	0	0	0	0
denovo20668	0	0	1	0	0
denovo20669	0	1	0	0	0
denovo20666	4	0	0	0	0
denovo20667	0	0	1	0	0
denovo20664	0	1	0	0	0
denovo20665	1	0	0	0	0
denovo20662	0	1	1	0	0
denovo20663	0	0	3	0	0
denovo20660	0	0	0	1	0
denovo20661	0	0	1	0	0
denovo24758	0	0	1	0	0
denovo24759	0	1	0	0	0
denovo24756	0	0	1	0	0
denovo24757	0	2	1	1	0
denovo24754	0	3	2	0	0
denovo24755	0	1	0	0	0
denovo24752	0	0	0	4	0
denovo24753	0	0	0	1	0
denovo24750	0	1	0	0	0
denovo24751	0	0	1	0	0
denovo1499	1	0	0	0	0
denovo1498	0	0	0	1	0
denovo1493	0	0	1	0	0
denovo1492	0	0	0	1	0
denovo1491	0	4	6	0	0
denovo1490	0	0	0	1	0
denovo1497	0	0	0	1	0
denovo1496	0	0	1	0	0
denovo1495	0	0	0	1	0
denovo1494	0	0	0	1	0
denovo7798	0	0	0	1	0
denovo7799	0	1	0	0	0
denovo7796	0	0	0	1	0
denovo7797	0	0	1	0	0
denovo7794	0	0	1	0	0
denovo7795	0	0	0	1	0
denovo7792	0	0	0	0	1
denovo7793	0	0	0	2	0
denovo7790	0	0	0	1	0
denovo7791	0	1	0	0	0
denovo5329	0	1	0	0	0
denovo5328	0	0	0	0	2
denovo5325	0	0	1	0	0
denovo5324	0	0	1	0	0
denovo5327	0	0	0	1	0
denovo5326	0	0	0	1	0
denovo5321	0	1	0	0	0
denovo5320	0	0	0	1	0
denovo5323	0	0	1	0	0
denovo5322	0	0	1	0	0
denovo16533	0	1	0	0	0
denovo16532	0	1	0	0	0
denovo16531	0	0	1	0	0
denovo16530	2	0	0	0	0
denovo16537	0	1	0	0	0
denovo16536	0	1	0	0	0
denovo16535	0	2	1	1	0
denovo16534	0	1	0	0	0
denovo16539	0	0	0	1	0
denovo16538	0	0	1	0	0
denovo11082	4	0	0	0	0
denovo11083	0	0	0	0	2
denovo11080	1	0	0	0	0
denovo11081	0	1	0	0	0
denovo11086	1	0	0	0	0
denovo11087	0	0	0	1	0
denovo11084	0	0	1	0	0
