	Green	Pink	Brown	S1	S2
denovo14053	0	0	0	1	0
denovo14050	0	1	0	0	0
denovo14051	1	0	0	0	0
denovo13004	0	0	0	1	0
denovo13005	0	1	0	0	0
denovo13006	0	0	1	0	0
denovo14055	0	2	0	0	0
denovo13008	0	0	0	1	0
denovo13009	1	0	0	0	0
denovo14058	0	0	0	3	1
denovo14059	0	0	0	1	0
denovo25144	2	0	0	0	0
denovo21900	0	1	0	0	0
denovo21901	0	0	0	1	0
denovo21902	0	1	0	0	0
denovo21903	0	1	1	0	0
denovo21904	0	0	0	1	0
denovo21905	1	0	0	0	0
denovo21906	0	0	1	0	0
denovo21907	0	1	1	1	0
denovo21908	1	0	0	0	0
denovo21909	10	0	0	0	0
denovo12069	1	0	0	0	0
denovo12068	1	0	0	0	0
denovo12061	0	0	0	0	1
denovo12060	0	1	0	0	0
denovo12063	0	0	0	0	1
denovo12062	0	0	0	1	0
denovo12065	0	1	0	0	0
denovo12064	0	1	0	0	0
denovo12067	0	0	0	2	0
denovo12066	0	1	0	0	0
denovo27	0	0	0	1	0
denovo26	0	1	0	0	0
denovo25	0	0	1	2	0
denovo24	0	0	1	0	0
denovo23	0	0	0	0	1
denovo22	0	0	0	0	1
denovo21	0	0	0	0	1
denovo20	0	0	0	1	0
denovo29	0	0	0	1	0
denovo28	0	1	0	0	0
denovo18603	0	0	1	0	0
denovo18602	0	0	0	0	1
denovo18601	0	0	0	1	0
denovo18600	0	0	0	1	0
denovo18607	0	1	0	1	0
denovo17654	0	0	0	1	0
denovo18605	1	1	0	0	0
denovo18604	0	1	0	0	0
denovo17659	0	0	0	1	0
denovo17658	0	0	1	0	0
denovo18609	1	0	0	0	0
denovo18608	0	2	0	0	0
denovo22769	0	1	0	0	0
denovo22768	1	0	0	0	0
denovo22761	1	0	0	0	0
denovo22760	0	0	0	1	0
denovo22763	0	0	1	0	0
denovo22762	0	1	2	4	1
denovo22765	0	0	1	0	0
denovo22764	0	0	0	1	0
denovo22767	1	0	0	0	0
denovo22766	0	0	1	0	0
denovo23418	1	0	0	0	0
denovo23419	0	0	1	0	0
denovo23410	0	0	1	0	0
denovo23411	0	0	0	1	0
denovo23412	0	0	1	0	0
denovo23413	0	0	0	1	0
denovo23414	0	0	0	1	0
denovo23415	1	0	0	0	0
denovo23416	0	0	0	1	0
denovo23417	0	1	0	0	0
denovo20693	0	1	0	0	0
denovo20692	3	0	0	0	0
denovo20691	0	0	0	1	0
denovo20690	0	0	1	0	0
denovo20697	0	1	0	1	0
denovo20696	0	1	0	0	0
denovo20695	0	1	0	0	0
denovo20694	0	0	1	0	0
denovo20699	0	1	0	0	0
denovo20698	0	1	0	0	0
denovo15879	0	0	0	1	0
denovo15878	2	1	0	0	0
denovo15873	0	0	0	1	0
denovo15872	0	0	0	0	1
denovo15871	0	1	0	0	0
denovo15870	1	0	0	0	0
denovo15877	0	0	0	0	1
denovo15876	0	0	2	0	0
denovo15875	0	1	0	0	0
denovo15874	0	1	0	0	0
denovo22488	0	0	0	1	0
denovo7789	0	0	0	0	1
denovo7788	0	1	0	0	0
denovo22489	0	0	1	0	0
denovo7785	0	1	0	0	0
denovo7784	0	0	0	1	0
denovo7787	1	0	0	0	0
denovo7786	0	0	0	1	0
denovo7781	0	0	0	1	0
denovo7780	0	0	0	1	0
denovo7783	0	0	0	1	0
denovo7782	0	0	0	1	0
denovo5310	0	1	0	0	0
denovo5311	0	1	0	0	0
denovo5312	0	0	0	1	0
denovo5313	0	0	0	1	0
denovo5314	1	0	0	0	0
denovo5315	0	0	1	0	0
denovo5316	0	0	0	1	0
denovo5317	0	0	1	0	0
denovo5318	0	0	0	1	0
denovo5319	0	0	0	1	0
denovo16520	0	0	1	0	0
denovo16521	0	0	1	0	0
denovo16522	0	1	0	0	0
denovo16523	2	0	0	0	0
denovo16524	0	0	0	1	0
denovo16525	1	0	0	0	0
denovo16526	0	0	0	1	0
denovo16527	0	0	1	0	0
denovo16528	0	1	0	0	0
denovo16529	0	0	0	2	0
denovo22482	0	0	1	0	0
denovo22483	0	2	1	0	0
denovo10968	0	0	0	1	0
denovo10969	2	0	0	0	0
denovo10962	0	0	2	0	0
denovo10963	0	1	0	0	0
denovo10960	0	0	0	1	0
denovo10961	0	1	0	0	0
denovo10966	0	1	0	0	0
denovo10967	1	0	0	0	0
denovo10964	0	1	2	0	0
denovo10965	0	0	1	0	0
denovo21122	1	0	0	0	0
denovo21123	0	0	0	1	0
denovo1208	1	0	0	0	0
denovo21121	0	1	0	0	0
denovo21126	0	1	1	0	0
denovo21127	0	1	0	0	0
denovo21124	0	1	0	0	0
denovo21125	1	0	0	0	0
denovo1202	0	1	0	0	0
denovo1203	2	5	0	0	0
denovo21128	0	0	0	1	0
denovo21129	0	0	0	1	0
denovo1206	0	0	0	1	0
denovo1207	0	1	0	0	0
denovo1204	10	0	0	0	0
denovo1205	0	0	0	1	0
denovo2571	0	0	1	0	0
denovo2570	0	0	0	1	0
denovo2573	2	0	0	0	0
denovo2572	0	0	1	0	0
denovo2575	0	1	0	0	0
denovo2574	0	1	0	0	0
denovo2577	0	0	0	1	0
denovo2576	1	0	0	0	0
denovo2579	0	1	0	0	0
denovo2578	0	1	0	0	0
denovo6661	0	0	1	0	0
denovo6660	0	0	0	1	0
denovo6663	0	1	0	0	0
denovo6662	0	0	0	1	0
denovo6665	0	1	0	0	0
denovo6664	0	0	1	0	0
denovo6667	0	0	0	1	0
denovo6666	0	0	0	1	0
denovo6669	0	1	0	1	1
denovo6668	0	1	1	0	0
denovo10038	1	0	0	0	0
denovo10039	1	0	0	0	0
denovo10030	0	12	8	44	17
denovo10031	1	1	0	0	0
denovo10032	0	0	1	0	0
denovo10033	1	0	0	0	0
denovo10034	0	0	0	0	1
denovo10035	0	0	0	1	0
denovo10036	0	1	0	0	0
denovo10037	0	0	0	1	0
denovo25928	4	0	0	0	0
denovo25929	1	0	0	0	0
denovo25926	0	0	1	0	0
denovo25927	0	0	1	1	0
denovo25924	0	0	0	2	0
denovo25925	0	0	0	0	1
denovo25922	5	0	0	0	0
denovo25923	0	1	0	0	0
denovo25920	0	0	1	0	0
denovo25921	1	0	0	0	0
denovo7208	0	1	0	0	0
denovo1268	0	1	0	0	0
denovo1269	0	1	0	0	0
denovo7200	1	0	0	0	0
denovo7201	1	0	0	0	0
denovo7202	0	0	1	0	0
denovo7203	0	0	1	0	0
denovo7204	0	0	1	0	0
denovo7205	1	0	0	0	0
denovo7206	0	0	0	1	0
denovo7207	0	0	0	1	0
denovo1260	0	1	0	0	0
denovo1261	0	0	0	1	0
denovo22736	0	0	1	0	0
denovo22737	0	0	0	1	1
denovo22738	0	1	0	0	0
denovo22739	0	1	0	0	0
denovo25867	0	0	0	0	1
denovo17358	0	1	0	0	0
denovo17359	0	1	0	0	0
denovo17350	0	0	0	0	1
denovo17351	0	0	0	0	1
denovo17352	1	0	0	0	0
denovo17353	0	1	8	0	0
denovo17354	1	0	0	0	0
denovo17355	0	1	1	0	0
denovo17356	0	0	1	0	0
denovo17357	0	0	1	0	0
denovo19406	0	0	1	0	0
denovo19407	0	0	0	1	0
denovo19404	1	0	0	0	0
denovo19405	0	0	0	1	0
denovo19402	0	0	1	0	0
denovo19403	1	0	0	0	0
denovo19400	1	0	0	0	0
denovo19401	0	1	1	0	0
denovo19408	0	0	1	0	0
denovo19409	2	2	0	0	0
denovo22989	0	1	0	0	0
denovo58	0	0	1	0	0
denovo59	0	0	1	0	0
denovo54	0	0	0	1	0
denovo55	1	1	0	0	0
denovo17608	0	0	0	1	0
denovo17609	0	1	0	0	0
denovo17600	0	0	0	0	1
denovo17601	0	0	0	1	0
denovo24521	0	1	1	0	0
denovo24520	0	1	0	0	0
denovo24523	0	2	0	0	0
denovo24522	0	0	0	0	1
denovo24525	0	0	0	1	0
denovo24524	0	0	1	0	0
denovo24527	0	0	0	1	1
denovo24526	0	4	1	0	1
denovo24529	0	0	1	0	0
denovo24528	0	0	1	0	0
denovo8849	0	1	0	0	0
denovo8848	0	0	0	1	0
denovo8843	0	0	0	1	0
denovo8842	0	1	0	1	0
denovo8841	0	0	7	0	1
denovo8840	0	0	0	0	1
denovo8847	0	1	0	0	0
denovo8846	0	0	1	0	0
denovo8845	0	1	0	0	0
denovo8844	0	0	0	2	0
denovo23898	0	0	1	0	0
denovo23899	0	2	1	0	0
denovo23894	0	0	1	0	0
denovo23895	0	1	0	0	0
denovo23896	0	1	0	0	0
denovo23897	0	1	0	0	0
denovo23890	0	0	1	0	0
denovo23891	0	0	0	0	1
denovo23892	0	0	0	1	0
denovo23893	0	0	1	0	0
denovo21001	1	0	0	0	0
denovo21000	1	0	0	0	0
denovo21003	0	1	0	0	0
denovo21002	0	1	0	0	0
denovo21005	0	1	0	0	0
denovo21004	0	1	0	0	0
denovo21007	0	1	0	0	0
denovo21006	1	0	0	0	0
denovo21009	0	0	1	0	0
denovo21008	0	1	4	1	0
denovo15688	1	0	0	0	0
denovo15689	0	0	0	0	1
denovo15680	0	0	0	0	1
denovo15681	0	0	0	1	0
denovo15682	0	0	0	1	0
denovo15683	0	0	0	1	0
denovo15684	0	0	0	1	0
denovo15685	0	0	1	0	0
denovo15686	1	0	0	0	0
denovo15687	0	1	0	0	0
denovo18023	0	0	0	1	0
denovo18022	0	0	0	1	0
denovo18021	0	2	0	0	0
denovo18020	0	1	0	0	0
denovo18027	1	0	0	0	0
denovo18026	0	1	0	0	0
denovo18025	1	0	0	0	0
denovo18024	0	1	0	0	0
denovo18029	0	0	1	0	0
denovo18028	0	0	0	0	1
denovo13901	0	1	0	0	0
denovo13900	0	0	0	1	0
denovo13903	0	1	0	0	0
denovo13902	0	0	0	1	0
denovo13905	2	0	0	0	0
denovo13904	0	0	0	0	1
denovo13907	0	0	0	0	1
denovo13906	0	2	3	7	3
denovo13909	0	1	0	0	0
denovo13908	0	6	4	5	5
denovo15532	0	0	0	1	0
denovo15533	0	0	2	2	1
denovo15530	0	1	0	0	0
denovo15531	0	0	1	0	0
denovo15536	0	0	1	0	0
denovo15537	0	0	0	0	1
denovo15534	1	0	0	0	0
denovo15535	0	0	0	1	0
denovo15538	0	1	0	0	0
denovo15539	0	0	1	0	0
denovo14485	0	0	1	0	0
denovo14484	0	0	0	1	0
denovo14487	0	0	2	0	0
denovo14486	0	1	0	0	0
denovo14481	0	1	5	1	0
denovo14480	0	1	0	0	0
denovo14483	0	0	0	1	0
denovo14482	0	0	0	1	0
denovo14489	0	1	0	0	0
denovo14488	0	1	0	0	0
denovo24773	0	2	1	0	0
denovo24779	0	1	0	0	0
denovo13277	0	0	0	0	1
denovo13276	0	0	0	1	0
denovo13275	0	0	0	1	2
denovo13274	0	0	0	1	0
denovo13273	0	0	1	0	0
denovo13272	0	0	1	0	0
denovo13271	0	0	0	0	1
denovo13270	1	0	0	0	0
denovo13279	0	0	1	0	0
denovo13278	0	0	0	1	0
denovo25988	0	1	0	0	0
denovo25989	0	1	0	0	0
denovo23339	0	0	0	1	0
denovo23338	0	1	0	0	0
denovo23331	0	1	1	0	0
denovo23330	0	0	0	1	0
denovo23333	1	0	0	0	0
denovo23332	0	0	1	0	0
denovo23335	0	0	1	0	0
denovo23334	0	0	1	0	0
denovo23337	0	1	0	0	0
denovo23336	0	0	0	2	2
denovo25984	0	0	1	0	0
denovo25980	0	0	1	0	0
denovo25981	0	1	4	4	1
denovo1505	1	0	0	0	0
denovo1504	1	0	0	0	0
denovo1507	0	0	0	1	0
denovo1506	0	0	0	1	0
denovo1501	1	0	0	0	0
denovo1500	0	0	0	1	0
denovo1503	0	1	0	0	0
denovo1502	0	3	0	1	0
denovo1509	0	1	0	0	0
denovo1508	0	1	1	0	0
denovo17598	3	0	0	0	0
denovo17599	0	2	2	0	1
denovo17596	0	0	0	0	1
denovo17597	0	2	2	0	0
denovo17594	5	0	0	0	0
denovo17595	1	0	0	0	0
denovo17592	0	0	0	1	0
denovo17593	0	0	0	1	0
denovo17590	1	0	0	0	0
denovo17591	0	0	0	0	1
denovo20158	0	0	0	1	0
denovo20159	0	0	0	1	0
denovo8306	0	7	0	0	1
denovo8307	1	0	0	0	0
denovo8300	0	0	1	0	0
denovo8301	0	0	1	0	0
denovo8302	1	0	0	0	0
denovo8303	0	0	0	1	0
denovo20150	0	0	1	0	0
denovo20151	0	0	1	0	0
denovo20152	1	0	0	0	0
denovo20153	0	5	1	0	0
denovo20154	0	1	0	0	5
denovo20155	0	1	0	0	0
denovo20156	1	0	0	0	0
denovo20157	0	0	0	1	0
denovo18812	0	0	1	0	0
denovo18813	0	0	2	0	0
denovo18810	1	0	0	0	0
denovo18811	1	0	0	0	0
denovo14216	1	0	0	0	0
denovo18817	0	0	1	0	0
denovo18814	0	0	1	0	0
denovo18815	1	0	0	0	0
denovo24640	0	0	2	0	0
denovo24641	0	0	0	2	0
denovo18818	0	0	0	1	0
denovo18819	0	1	1	0	0
denovo24644	0	0	1	0	0
denovo24645	0	0	1	0	0
denovo24646	0	1	0	0	0
denovo24647	0	0	0	1	0
denovo14217	1	3	1	1	0
denovo23798	0	0	1	0	1
denovo25069	2	0	0	0	0
denovo25068	0	1	0	0	0
denovo25067	0	0	0	0	1
denovo25066	0	1	0	0	0
denovo25065	0	1	0	0	0
denovo25064	1	0	0	0	0
denovo25063	0	0	1	1	0
denovo25062	0	0	0	1	0
denovo25061	0	16	17	4	0
denovo25060	1	0	0	0	0
denovo5501	1	0	0	0	0
denovo5500	0	1	0	0	0
denovo5503	1	0	0	0	0
denovo5502	0	1	0	0	0
denovo5505	0	0	0	1	0
denovo5504	1	0	0	0	0
denovo5507	0	0	0	1	0
denovo5506	0	3	0	0	0
denovo5509	0	0	0	0	1
denovo5508	0	0	0	1	0
denovo9169	0	0	0	1	0
denovo9168	0	0	0	1	0
denovo9167	0	0	1	0	0
denovo9166	0	1	0	0	0
denovo9165	0	2	1	0	0
denovo9164	1	0	0	0	0
denovo9163	0	0	0	0	1
denovo9162	0	0	0	0	1
denovo9161	0	1	0	1	0
denovo9160	0	0	1	0	0
denovo25689	0	0	0	1	0
denovo25688	0	1	0	0	0
denovo25683	0	0	0	1	0
denovo25682	0	1	0	0	0
denovo25681	1	0	0	0	0
denovo23923	1	0	0	0	0
denovo25687	0	1	0	0	0
denovo25686	0	0	1	0	1
denovo25685	0	1	0	0	0
denovo25684	0	0	0	1	0
denovo23793	0	0	0	1	0
denovo3219	1	0	0	0	0
denovo3218	0	0	0	1	0
denovo3213	0	0	1	1	0
denovo3212	0	0	1	0	0
denovo3211	0	1	0	0	0
denovo3210	0	0	0	0	1
denovo3217	0	1	0	0	0
denovo3216	0	0	0	1	0
denovo3215	0	0	0	1	0
denovo3214	1	0	0	0	0
denovo23792	2	0	0	0	0
denovo6368	0	0	1	0	0
denovo6369	0	0	0	0	1
denovo23791	1	0	0	0	0
denovo6360	0	0	0	1	0
denovo6361	0	1	0	0	0
denovo6362	0	1	0	0	0
denovo6363	0	1	0	0	0
denovo6364	0	1	0	0	0
denovo6365	0	0	0	1	0
denovo6366	1	0	0	0	0
denovo6367	0	0	1	0	0
denovo4292	0	0	0	1	0
denovo4293	0	1	0	0	0
denovo4290	1	0	0	0	0
denovo4291	0	0	0	0	1
denovo4296	0	0	0	1	0
denovo4297	0	0	0	1	0
denovo4294	0	0	1	0	0
denovo4295	0	0	0	1	0
denovo4298	1	0	0	0	0
denovo4299	1	0	0	0	0
denovo10951	0	0	1	1	0
denovo10950	0	0	1	0	0
denovo23797	0	0	1	0	0
denovo10959	0	0	0	2	0
denovo23796	0	0	0	2	0
denovo21110	0	0	0	0	1
denovo23795	0	0	1	0	0
denovo7019	0	0	0	1	0
denovo7018	0	0	1	1	0
denovo7011	0	1	0	1	0
denovo7010	0	0	0	1	0
denovo7013	0	0	2	0	0
denovo7012	0	0	1	0	0
denovo7015	0	0	0	0	1
denovo7014	0	0	1	0	0
denovo7017	1	0	0	0	0
denovo7016	0	1	0	0	0
denovo459	1	0	0	0	0
denovo458	0	0	0	0	1
denovo455	0	0	1	0	0
denovo454	0	0	1	0	0
denovo457	0	1	0	0	0
denovo456	0	0	0	1	0
denovo451	0	0	0	1	0
denovo450	0	0	0	1	0
denovo453	1	0	0	0	0
denovo452	0	0	1	0	0
denovo2581	1	0	0	0	0
denovo2587	0	0	0	1	0
denovo23809	0	0	1	0	0
denovo19235	0	0	0	1	0
denovo19234	0	1	0	0	0
denovo19237	1	0	0	0	0
denovo19236	0	0	0	1	0
denovo19231	28	1	0	0	0
denovo19230	1	0	0	0	0
denovo19233	0	0	0	0	1
denovo19232	0	1	0	0	0
denovo19239	0	0	0	1	0
denovo19238	0	0	0	1	0
denovo23808	0	0	0	1	0
denovo6693	0	0	0	1	0
denovo1422	0	1	0	0	0
denovo1423	0	0	0	1	0
denovo1420	0	0	1	0	0
denovo1421	0	1	0	0	0
denovo1426	0	0	1	0	0
denovo1427	1	0	0	0	0
denovo1424	0	1	0	0	0
denovo1425	0	1	0	0	0
denovo23139	0	0	0	1	0
denovo23138	0	0	0	1	0
denovo23137	0	0	1	0	0
denovo23136	1	0	0	0	0
denovo23135	0	0	0	1	0
denovo23134	0	0	0	0	1
denovo23133	0	0	0	0	1
denovo23132	0	1	0	1	0
denovo23131	1	0	0	0	0
denovo23130	0	0	2	0	0
denovo1749	0	2	0	0	0
denovo1748	0	0	0	1	0
denovo1743	1	0	0	0	0
denovo1742	0	0	0	1	0
denovo1741	0	1	0	0	0
denovo1740	0	0	0	1	0
denovo1747	0	0	1	0	0
denovo1746	0	0	1	0	0
denovo1745	0	0	1	0	0
denovo1744	0	0	1	0	0
denovo23681	1	0	0	0	0
denovo23680	0	1	0	0	0
denovo23683	1	1	0	0	0
denovo23682	0	1	0	0	0
denovo23685	0	1	2	16	0
denovo23684	0	0	0	1	0
denovo23687	0	0	0	1	0
denovo23686	0	0	0	0	1
denovo23689	0	1	0	0	0
denovo23688	0	0	0	1	0
denovo24488	0	5	2	0	0
denovo24489	0	0	0	0	2
denovo24486	1	0	0	0	0
denovo24487	0	0	0	0	1
denovo24484	0	0	0	0	7
denovo24485	0	0	0	1	0
denovo24482	0	5	4	0	0
denovo24483	0	0	0	1	0
denovo24480	2	0	0	0	0
denovo24481	0	1	0	0	0
denovo16955	2	0	0	0	0
denovo16954	0	0	1	0	0
denovo16957	1	0	0	0	0
denovo16956	0	0	1	0	0
denovo16951	1	0	0	0	0
denovo16950	0	1	0	0	0
denovo16953	0	0	1	0	0
denovo16952	0	0	0	1	0
denovo16959	0	1	0	0	0
denovo16958	0	0	1	0	0
denovo1096	0	0	0	0	1
denovo13606	0	1	0	0	0
denovo13607	0	0	1	0	0
denovo13604	1	0	0	0	0
denovo13605	0	1	0	0	0
denovo13602	0	0	0	1	0
denovo13603	0	0	0	0	2
denovo13600	0	0	1	0	0
denovo14657	0	0	0	1	0
denovo20561	0	0	1	0	0
denovo20560	0	0	1	0	0
denovo20563	0	0	0	0	1
denovo20562	1	0	0	0	0
denovo20565	1	0	0	0	0
denovo20564	0	0	1	0	0
denovo20567	0	0	1	0	0
denovo20566	5	0	0	0	0
denovo20569	0	0	1	0	0
denovo20568	0	0	0	0	1
denovo9369	0	0	1	0	0
denovo9368	0	0	1	0	0
denovo9365	0	1	0	0	0
denovo9364	0	0	0	1	0
denovo9367	0	0	1	0	0
denovo9366	0	2	0	0	0
denovo9361	0	0	0	1	0
denovo9360	1	0	0	0	0
denovo9363	1	0	0	0	0
denovo9362	0	0	0	1	1
denovo23919	1	0	0	0	0
denovo23918	0	1	0	3	0
denovo23911	0	0	1	0	0
denovo23910	1	0	0	0	0
denovo23913	0	0	1	0	0
denovo23912	0	0	1	0	0
denovo23915	0	0	1	0	0
denovo23914	0	1	0	0	0
denovo23917	0	0	1	0	0
denovo23916	1	0	0	0	0
denovo8025	0	0	0	0	1
denovo8024	0	0	0	1	0
denovo8027	0	0	0	1	0
denovo8026	1	0	0	0	0
denovo8021	0	0	0	1	0
denovo8020	1	0	0	0	0
denovo8023	0	0	0	1	0
denovo8022	0	0	1	0	0
denovo9989	0	1	0	0	0
denovo9988	0	0	0	1	0
denovo9981	1	0	0	0	0
denovo9980	0	0	0	1	0
denovo9983	0	0	0	0	3
denovo9982	0	0	0	1	0
denovo9985	0	0	1	0	0
denovo9984	0	0	0	1	0
denovo9987	0	0	0	1	0
denovo9986	0	1	0	0	0
denovo21210	0	0	0	1	0
denovo21211	0	0	0	1	0
denovo21212	0	0	0	2	0
denovo21213	0	0	1	0	0
denovo21214	0	0	1	0	0
denovo21215	0	0	0	0	1
denovo21216	0	0	1	0	0
denovo21217	0	0	0	1	0
denovo21218	1	0	0	0	0
denovo21219	0	0	0	1	0
denovo4050	1	0	0	0	0
denovo4051	0	1	0	3	1
denovo4052	0	1	0	0	0
denovo4053	0	0	0	1	0
denovo4054	0	1	0	0	0
denovo4055	0	0	0	0	1
denovo4056	1	0	0	0	0
denovo4057	2	6	5	2	1
denovo4058	0	0	0	1	0
denovo4059	1	0	0	0	0
denovo10449	0	0	2	0	1
denovo10448	0	0	1	0	0
denovo10445	0	0	1	0	0
denovo10444	0	0	0	1	0
denovo10447	0	1	0	0	0
denovo10446	1	0	0	0	0
denovo10441	1	0	0	0	0
denovo10440	0	1	0	0	0
denovo10443	0	2	2	0	4
denovo10442	0	1	0	0	0
denovo18272	0	0	1	0	0
denovo18273	0	1	0	0	0
denovo18270	0	1	0	0	0
denovo18271	0	0	1	0	0
denovo18276	0	0	0	0	1
denovo18277	0	0	1	0	0
denovo18274	0	0	0	0	1
denovo18275	1	0	0	0	0
denovo18278	1	0	0	0	0
denovo18279	0	1	0	0	0
denovo14562	0	1	0	0	0
denovo14563	0	1	0	0	0
denovo14560	0	0	0	0	1
denovo14561	0	0	1	0	0
denovo14566	0	0	0	1	0
denovo14567	0	0	0	1	0
denovo14564	0	1	0	0	0
denovo14565	1	0	0	0	0
denovo14568	0	0	1	0	0
denovo14569	0	0	0	1	0
denovo18113	0	0	1	1	0
denovo18112	1	3	0	0	0
denovo17141	0	0	1	0	0
denovo17140	0	0	0	1	0
denovo17143	0	0	0	1	0
denovo17142	0	0	2	0	0
denovo17145	0	0	1	0	0
denovo17144	0	1	0	0	0
denovo17147	0	1	0	0	0
denovo17146	1	0	0	0	0
denovo17149	0	0	0	1	0
denovo17148	0	1	0	0	0
denovo26020	0	0	0	1	0
denovo21643	0	0	0	1	4
denovo22255	0	1	0	0	0
denovo22254	0	0	1	0	0
denovo22257	0	0	0	3	0
denovo22256	1	0	0	0	0
denovo22251	0	4	6	0	0
denovo21642	1	0	0	0	0
denovo22250	1	0	0	0	0
denovo11529	1	0	0	0	0
denovo5099	0	0	0	1	0
denovo5098	0	0	0	1	0
denovo22253	0	0	0	1	0
denovo11528	0	0	0	0	1
denovo5093	1	0	0	0	0
denovo5092	0	2	0	0	0
denovo5091	0	1	0	0	0
denovo5090	1	0	0	0	0
denovo5097	0	1	0	0	0
denovo5096	0	1	0	0	0
denovo5095	0	0	0	1	0
denovo5094	0	1	0	0	0
denovo3808	0	0	1	0	0
denovo3809	0	0	1	0	0
denovo3806	0	1	0	0	0
denovo3807	1	0	0	0	0
denovo3804	0	0	1	0	0
denovo3805	0	1	2	0	0
denovo3802	0	0	1	0	0
denovo3803	0	0	0	0	3
denovo3800	0	0	1	0	0
denovo3801	0	0	1	0	0
denovo22259	0	0	0	0	1
denovo22258	1	0	0	0	0
denovo11521	0	0	0	1	0
denovo11520	8	1	0	0	0
denovo11523	0	0	0	1	0
denovo11522	0	0	0	0	1
denovo11525	1	0	0	0	0
denovo11524	1	0	0	0	0
denovo11527	0	0	0	1	0
denovo11526	0	1	0	0	0
denovo16230	0	0	0	1	0
denovo16231	0	0	0	1	0
denovo16232	0	0	1	0	0
denovo16233	1	0	0	0	0
denovo16234	0	0	0	1	0
denovo16235	0	0	0	1	0
denovo16236	0	0	0	1	0
denovo16237	1	0	0	0	0
denovo16238	0	0	0	1	0
denovo16239	0	0	0	1	1
denovo6548	0	0	0	2	0
denovo6549	1	0	0	0	0
denovo6540	1	0	0	0	0
denovo6541	1	0	0	0	0
denovo6542	1	0	0	0	0
denovo6543	1	0	0	0	0
denovo6544	0	0	1	0	0
denovo6545	0	0	1	0	0
denovo6546	0	2	0	0	0
denovo6547	0	0	0	1	0
denovo17336	0	0	0	1	0
denovo10317	0	0	0	0	1
denovo17337	0	0	0	1	0
denovo5176	0	1	0	0	0
denovo2041	0	0	0	1	0
denovo2040	0	0	0	1	0
denovo2043	3	0	0	0	0
denovo2042	0	0	0	1	0
denovo2045	0	0	1	0	0
denovo2044	1	0	0	0	0
denovo2047	0	1	0	0	0
denovo2046	1	0	0	0	0
denovo2049	0	0	0	1	0
denovo2048	0	0	1	0	0
denovo26028	0	0	1	0	0
denovo5171	0	0	0	1	0
denovo17330	0	1	0	0	0
denovo5173	3	4	1	1	1
denovo8115	0	0	1	0	0
denovo8114	0	0	0	1	0
denovo8117	0	1	0	0	0
denovo8116	1	0	0	0	0
denovo8111	0	0	0	0	1
denovo8110	0	0	0	1	0
denovo8113	2	0	0	0	0
denovo8112	1	0	0	0	0
denovo8119	0	1	0	0	0
denovo8118	0	1	0	0	0
denovo11279	0	0	1	0	0
denovo11278	0	1	0	0	0
denovo11271	0	0	0	0	1
denovo11270	0	1	0	0	0
denovo11273	0	1	0	1	0
denovo11272	1	0	0	0	0
denovo11275	0	0	1	0	0
denovo7634	1	0	0	0	0
denovo11277	0	1	0	0	0
denovo11276	0	0	1	0	0
denovo25184	2	0	0	0	0
denovo25185	2	0	0	0	0
denovo25186	0	0	1	0	0
denovo25187	1	0	0	0	0
denovo25180	0	0	0	1	0
denovo25181	0	1	0	0	0
denovo25182	0	1	0	0	0
denovo25183	1	0	0	0	0
denovo25188	0	1	0	0	0
denovo25189	0	1	0	0	0
denovo3396	0	2	1	2	1
denovo3397	1	0	0	0	0
denovo3394	1	0	0	0	0
denovo3395	0	0	1	0	0
denovo3392	0	1	1	0	0
denovo3393	3	0	0	0	0
denovo3390	1	0	0	0	0
denovo3391	0	1	0	0	0
denovo3398	0	4	1	3	0
denovo3399	0	0	2	0	0
denovo25238	0	1	0	0	0
denovo25239	1	0	0	0	0
denovo25236	0	1	1	0	0
denovo25237	0	1	0	0	0
denovo25234	0	0	1	0	0
denovo25235	0	0	0	1	0
denovo25232	0	1	0	0	0
denovo25233	1	1	0	0	0
denovo25230	0	0	0	0	1
denovo25231	0	0	0	1	0
denovo5776	0	0	0	1	0
denovo5777	1	0	0	0	0
denovo9648	3	0	0	0	0
denovo9649	0	0	1	0	0
denovo5772	0	0	0	0	3
denovo5773	0	0	0	1	0
denovo5770	0	0	0	1	0
denovo5771	0	0	0	1	0
denovo9642	0	1	0	0	0
denovo9643	0	0	0	1	0
denovo9640	1	0	0	0	0
denovo9641	0	0	0	1	0
denovo9646	0	0	1	0	0
denovo9647	0	0	0	0	1
denovo9644	0	0	0	0	1
denovo9645	0	0	3	10	1
denovo3028	0	0	1	0	0
denovo3029	0	0	0	1	0
denovo3020	1	0	0	0	0
denovo3021	0	0	0	0	1
denovo3022	0	0	1	0	0
denovo3023	0	1	0	0	0
denovo3024	0	0	0	1	0
denovo3025	0	1	0	0	0
denovo3026	0	1	0	0	0
denovo3027	0	0	1	0	0
denovo9778	0	0	0	0	1
denovo9779	0	0	1	0	0
denovo4559	1	0	0	0	0
denovo4558	0	0	1	0	0
denovo9957	0	1	0	0	0
denovo4551	0	0	0	0	1
denovo4550	2	0	0	0	0
denovo4553	4	16	3	0	0
denovo4552	0	0	0	1	0
denovo4555	0	0	1	0	0
denovo4554	0	0	0	0	1
denovo4557	0	0	1	0	0
denovo4556	0	0	1	0	0
denovo10341	0	0	0	1	0
denovo10346	0	0	1	0	0
